filename,emotion
dataset\audio_speech_actors_01-24\Actor_05\03-01-02-01-02-02-05.wav,calm
dataset\audio_speech_actors_01-24\Actor_05\03-01-02-02-01-01-05.wav,calm
dataset\audio_speech_actors_01-24\Actor_05\03-01-02-02-01-02-05.wav,calm
dataset\audio_speech_actors_01-24\Actor_05\03-01-02-02-02-01-05.wav,calm
dataset\audio_speech_actors_01-24\Actor_05\03-01-02-02-02-02-05.wav,calm
dataset\audio_speech_actors_01-24\Actor_05\03-01-03-01-01-01-05.wav,happy
dataset\audio_speech_actors_01-24\Actor_05\03-01-03-01-01-02-05.wav,happy
dataset\audio_speech_actors_01-24\Actor_05\03-01-03-01-02-01-05.wav,happy
dataset\audio_speech_actors_01-24\Actor_05\03-01-03-01-02-02-05.wav,happy
dataset\audio_speech_actors_01-24\Actor_05\03-01-03-02-01-01-05.wav,happy
dataset\audio_speech_actors_01-24\Actor_05\03-01-03-02-01-02-05.wav,happy
dataset\audio_speech_actors_01-24\Actor_05\03-01-03-02-02-01-05.wav,happy
dataset\audio_speech_actors_01-24\Actor_05\03-01-03-02-02-02-05.wav,happy
dataset\audio_speech_actors_01-24\Actor_05\03-01-04-01-01-01-05.wav,sad
dataset\audio_speech_actors_01-24\Actor_05\03-01-04-01-01-02-05.wav,sad
dataset\audio_speech_actors_01-24\Actor_05\03-01-04-01-02-01-05.wav,sad
dataset\audio_speech_actors_01-24\Actor_05\03-01-04-01-02-02-05.wav,sad
dataset\audio_speech_actors_01-24\Actor_05\03-01-04-02-01-01-05.wav,sad
dataset\audio_speech_actors_01-24\Actor_05\03-01-04-02-01-02-05.wav,sad
dataset\audio_speech_actors_01-24\Actor_05\03-01-04-02-02-01-05.wav,sad
dataset\audio_speech_actors_01-24\Actor_05\03-01-04-02-02-02-05.wav,sad
dataset\audio_speech_actors_01-24\Actor_05\03-01-05-01-01-01-05.wav,angry
dataset\audio_speech_actors_01-24\Actor_05\03-01-05-01-01-02-05.wav,angry
dataset\audio_speech_actors_01-24\Actor_05\03-01-05-01-02-01-05.wav,angry
dataset\audio_speech_actors_01-24\Actor_05\03-01-05-01-02-02-05.wav,angry
dataset\audio_speech_actors_01-24\Actor_05\03-01-05-02-01-01-05.wav,angry
dataset\audio_speech_actors_01-24\Actor_05\03-01-05-02-01-02-05.wav,angry
dataset\audio_speech_actors_01-24\Actor_05\03-01-05-02-02-01-05.wav,angry
dataset\audio_speech_actors_01-24\Actor_05\03-01-05-02-02-02-05.wav,angry
dataset\audio_speech_actors_01-24\Actor_05\03-01-06-01-01-01-05.wav,fearful
dataset\audio_speech_actors_01-24\Actor_05\03-01-06-01-01-02-05.wav,fearful
dataset\audio_speech_actors_01-24\Actor_05\03-01-06-01-02-01-05.wav,fearful
dataset\audio_speech_actors_01-24\Actor_05\03-01-06-01-02-02-05.wav,fearful
dataset\audio_speech_actors_01-24\Actor_05\03-01-06-02-01-01-05.wav,fearful
dataset\audio_speech_actors_01-24\Actor_05\03-01-06-02-01-02-05.wav,fearful
dataset\audio_speech_actors_01-24\Actor_05\03-01-06-02-02-01-05.wav,fearful
dataset\audio_speech_actors_01-24\Actor_05\03-01-06-02-02-02-05.wav,fearful
dataset\audio_speech_actors_01-24\Actor_05\03-01-07-01-01-01-05.wav,disgust
dataset\audio_speech_actors_01-24\Actor_05\03-01-07-01-01-02-05.wav,disgust
dataset\audio_speech_actors_01-24\Actor_05\03-01-07-01-02-01-05.wav,disgust
dataset\audio_speech_actors_01-24\Actor_05\03-01-07-01-02-02-05.wav,disgust
dataset\audio_speech_actors_01-24\Actor_05\03-01-07-02-01-01-05.wav,disgust
dataset\audio_speech_actors_01-24\Actor_05\03-01-07-02-01-02-05.wav,disgust
dataset\audio_speech_actors_01-24\Actor_05\03-01-07-02-02-01-05.wav,disgust
dataset\audio_speech_actors_01-24\Actor_05\03-01-07-02-02-02-05.wav,disgust
dataset\audio_speech_actors_01-24\Actor_05\03-01-08-01-01-01-05.wav,surprised
dataset\audio_speech_actors_01-24\Actor_05\03-01-08-01-01-02-05.wav,surprised
dataset\audio_speech_actors_01-24\Actor_05\03-01-08-01-02-01-05.wav,surprised
dataset\audio_speech_actors_01-24\Actor_05\03-01-08-01-02-02-05.wav,surprised
dataset\audio_speech_actors_01-24\Actor_05\03-01-08-02-01-01-05.wav,surprised
dataset\audio_speech_actors_01-24\Actor_05\03-01-08-02-01-02-05.wav,surprised
dataset\audio_speech_actors_01-24\Actor_05\03-01-08-02-02-01-05.wav,surprised
dataset\audio_speech_actors_01-24\Actor_05\03-01-08-02-02-02-05.wav,surprised
dataset\audio_speech_actors_01-24\Actor_06\03-01-01-01-01-01-06.wav,neutral
dataset\audio_speech_actors_01-24\Actor_06\03-01-01-01-01-02-06.wav,neutral
dataset\audio_speech_actors_01-24\Actor_06\03-01-01-01-02-01-06.wav,neutral
dataset\audio_speech_actors_01-24\Actor_06\03-01-01-01-02-02-06.wav,neutral
dataset\audio_speech_actors_01-24\Actor_06\03-01-02-01-01-01-06.wav,calm
dataset\audio_speech_actors_01-24\Actor_06\03-01-02-01-01-02-06.wav,calm
dataset\audio_speech_actors_01-24\Actor_06\03-01-02-01-02-01-06.wav,calm
dataset\audio_speech_actors_01-24\Actor_06\03-01-02-01-02-02-06.wav,calm
dataset\audio_speech_actors_01-24\Actor_06\03-01-02-02-01-01-06.wav,calm
dataset\audio_speech_actors_01-24\Actor_06\03-01-02-02-01-02-06.wav,calm
dataset\audio_speech_actors_01-24\Actor_06\03-01-02-02-02-01-06.wav,calm
dataset\audio_speech_actors_01-24\Actor_06\03-01-02-02-02-02-06.wav,calm
dataset\audio_speech_actors_01-24\Actor_06\03-01-03-01-01-01-06.wav,happy
dataset\audio_speech_actors_01-24\Actor_06\03-01-03-01-01-02-06.wav,happy
dataset\audio_speech_actors_01-24\Actor_06\03-01-03-01-02-01-06.wav,happy
dataset\audio_speech_actors_01-24\Actor_06\03-01-03-01-02-02-06.wav,happy
dataset\audio_speech_actors_01-24\Actor_06\03-01-03-02-01-01-06.wav,happy
dataset\audio_speech_actors_01-24\Actor_06\03-01-03-02-01-02-06.wav,happy
dataset\audio_speech_actors_01-24\Actor_06\03-01-03-02-02-01-06.wav,happy
dataset\audio_speech_actors_01-24\Actor_06\03-01-03-02-02-02-06.wav,happy
dataset\audio_speech_actors_01-24\Actor_06\03-01-04-01-01-01-06.wav,sad
dataset\audio_speech_actors_01-24\Actor_06\03-01-04-01-01-02-06.wav,sad
dataset\audio_speech_actors_01-24\Actor_06\03-01-04-01-02-01-06.wav,sad
dataset\audio_speech_actors_01-24\Actor_06\03-01-04-01-02-02-06.wav,sad
dataset\audio_speech_actors_01-24\Actor_06\03-01-04-02-01-01-06.wav,sad
dataset\audio_speech_actors_01-24\Actor_06\03-01-04-02-01-02-06.wav,sad
dataset\audio_speech_actors_01-24\Actor_06\03-01-04-02-02-01-06.wav,sad
dataset\audio_speech_actors_01-24\Actor_06\03-01-04-02-02-02-06.wav,sad
dataset\audio_speech_actors_01-24\Actor_06\03-01-05-01-01-01-06.wav,angry
dataset\audio_speech_actors_01-24\Actor_06\03-01-05-01-01-02-06.wav,angry
dataset\audio_speech_actors_01-24\Actor_06\03-01-05-01-02-01-06.wav,angry
dataset\audio_speech_actors_01-24\Actor_06\03-01-05-01-02-02-06.wav,angry
dataset\audio_speech_actors_01-24\Actor_06\03-01-05-02-01-01-06.wav,angry
dataset\audio_speech_actors_01-24\Actor_06\03-01-05-02-01-02-06.wav,angry
dataset\audio_speech_actors_01-24\Actor_06\03-01-05-02-02-01-06.wav,angry
dataset\audio_speech_actors_01-24\Actor_06\03-01-05-02-02-02-06.wav,angry
dataset\audio_speech_actors_01-24\Actor_06\03-01-06-01-01-01-06.wav,fearful
dataset\audio_speech_actors_01-24\Actor_06\03-01-06-01-01-02-06.wav,fearful
dataset\audio_speech_actors_01-24\Actor_06\03-01-06-01-02-01-06.wav,fearful
dataset\audio_speech_actors_01-24\Actor_06\03-01-06-01-02-02-06.wav,fearful
dataset\audio_speech_actors_01-24\Actor_06\03-01-06-02-01-01-06.wav,fearful
dataset\audio_speech_actors_01-24\Actor_06\03-01-06-02-01-02-06.wav,fearful
dataset\audio_speech_actors_01-24\Actor_06\03-01-06-02-02-01-06.wav,fearful
dataset\audio_speech_actors_01-24\Actor_06\03-01-06-02-02-02-06.wav,fearful
dataset\audio_speech_actors_01-24\Actor_06\03-01-07-01-01-01-06.wav,disgust
dataset\audio_speech_actors_01-24\Actor_06\03-01-07-01-01-02-06.wav,disgust
dataset\audio_speech_actors_01-24\Actor_06\03-01-07-01-02-01-06.wav,disgust
dataset\audio_speech_actors_01-24\Actor_06\03-01-07-01-02-02-06.wav,disgust
dataset\audio_speech_actors_01-24\Actor_06\03-01-07-02-01-01-06.wav,disgust
dataset\audio_speech_actors_01-24\Actor_06\03-01-07-02-01-02-06.wav,disgust
dataset\audio_speech_actors_01-24\Actor_06\03-01-07-02-02-01-06.wav,disgust
dataset\audio_speech_actors_01-24\Actor_06\03-01-07-02-02-02-06.wav,disgust
dataset\audio_speech_actors_01-24\Actor_06\03-01-08-01-01-01-06.wav,surprised
dataset\audio_speech_actors_01-24\Actor_06\03-01-08-01-01-02-06.wav,surprised
dataset\audio_speech_actors_01-24\Actor_06\03-01-08-01-02-01-06.wav,surprised
dataset\audio_speech_actors_01-24\Actor_06\03-01-08-01-02-02-06.wav,surprised
dataset\audio_speech_actors_01-24\Actor_06\03-01-08-02-01-01-06.wav,surprised
dataset\audio_speech_actors_01-24\Actor_06\03-01-08-02-01-02-06.wav,surprised
dataset\audio_speech_actors_01-24\Actor_06\03-01-08-02-02-01-06.wav,surprised
dataset\audio_speech_actors_01-24\Actor_06\03-01-08-02-02-02-06.wav,surprised
dataset\audio_speech_actors_01-24\Actor_07\03-01-01-01-01-01-07.wav,neutral
dataset\audio_speech_actors_01-24\Actor_07\03-01-01-01-01-02-07.wav,neutral
dataset\audio_speech_actors_01-24\Actor_07\03-01-01-01-02-01-07.wav,neutral
dataset\audio_speech_actors_01-24\Actor_07\03-01-01-01-02-02-07.wav,neutral
dataset\audio_speech_actors_01-24\Actor_07\03-01-02-01-01-01-07.wav,calm
dataset\audio_speech_actors_01-24\Actor_07\03-01-02-01-01-02-07.wav,calm
dataset\audio_speech_actors_01-24\Actor_07\03-01-02-01-02-01-07.wav,calm
dataset\audio_speech_actors_01-24\Actor_07\03-01-02-01-02-02-07.wav,calm
dataset\audio_speech_actors_01-24\Actor_07\03-01-02-02-01-01-07.wav,calm
dataset\audio_speech_actors_01-24\Actor_07\03-01-02-02-01-02-07.wav,calm
dataset\audio_speech_actors_01-24\Actor_07\03-01-02-02-02-01-07.wav,calm
dataset\audio_speech_actors_01-24\Actor_07\03-01-02-02-02-02-07.wav,calm
dataset\audio_speech_actors_01-24\Actor_07\03-01-03-01-01-01-07.wav,happy
dataset\audio_speech_actors_01-24\Actor_07\03-01-03-01-01-02-07.wav,happy
dataset\audio_speech_actors_01-24\Actor_07\03-01-03-01-02-01-07.wav,happy
dataset\audio_speech_actors_01-24\Actor_07\03-01-03-01-02-02-07.wav,happy
dataset\audio_speech_actors_01-24\Actor_07\03-01-03-02-01-01-07.wav,happy
dataset\audio_speech_actors_01-24\Actor_07\03-01-03-02-01-02-07.wav,happy
dataset\audio_speech_actors_01-24\Actor_07\03-01-03-02-02-01-07.wav,happy
dataset\audio_speech_actors_01-24\Actor_07\03-01-03-02-02-02-07.wav,happy
dataset\audio_speech_actors_01-24\Actor_07\03-01-04-01-01-01-07.wav,sad
dataset\audio_speech_actors_01-24\Actor_07\03-01-04-01-01-02-07.wav,sad
dataset\audio_speech_actors_01-24\Actor_07\03-01-04-01-02-01-07.wav,sad
dataset\audio_speech_actors_01-24\Actor_07\03-01-04-01-02-02-07.wav,sad
dataset\audio_speech_actors_01-24\Actor_07\03-01-04-02-01-01-07.wav,sad
dataset\audio_speech_actors_01-24\Actor_07\03-01-04-02-01-02-07.wav,sad
dataset\audio_speech_actors_01-24\Actor_07\03-01-04-02-02-01-07.wav,sad
dataset\audio_speech_actors_01-24\Actor_07\03-01-04-02-02-02-07.wav,sad
dataset\audio_speech_actors_01-24\Actor_07\03-01-05-01-01-01-07.wav,angry
dataset\audio_speech_actors_01-24\Actor_07\03-01-05-01-01-02-07.wav,angry
dataset\audio_speech_actors_01-24\Actor_07\03-01-05-01-02-01-07.wav,angry
dataset\audio_speech_actors_01-24\Actor_07\03-01-05-01-02-02-07.wav,angry
dataset\audio_speech_actors_01-24\Actor_07\03-01-05-02-01-01-07.wav,angry
dataset\audio_speech_actors_01-24\Actor_07\03-01-05-02-01-02-07.wav,angry
dataset\audio_speech_actors_01-24\Actor_07\03-01-05-02-02-01-07.wav,angry
dataset\audio_speech_actors_01-24\Actor_07\03-01-05-02-02-02-07.wav,angry
dataset\audio_speech_actors_01-24\Actor_07\03-01-06-01-01-01-07.wav,fearful
dataset\audio_speech_actors_01-24\Actor_07\03-01-06-01-01-02-07.wav,fearful
dataset\audio_speech_actors_01-24\Actor_07\03-01-06-01-02-01-07.wav,fearful
dataset\audio_speech_actors_01-24\Actor_07\03-01-06-01-02-02-07.wav,fearful
dataset\audio_speech_actors_01-24\Actor_07\03-01-06-02-01-01-07.wav,fearful
dataset\audio_speech_actors_01-24\Actor_07\03-01-06-02-01-02-07.wav,fearful
dataset\audio_speech_actors_01-24\Actor_07\03-01-06-02-02-01-07.wav,fearful
dataset\audio_speech_actors_01-24\Actor_07\03-01-06-02-02-02-07.wav,fearful
dataset\audio_speech_actors_01-24\Actor_07\03-01-07-01-01-01-07.wav,disgust
dataset\audio_speech_actors_01-24\Actor_07\03-01-07-01-01-02-07.wav,disgust
dataset\audio_speech_actors_01-24\Actor_07\03-01-07-01-02-01-07.wav,disgust
dataset\audio_speech_actors_01-24\Actor_07\03-01-07-01-02-02-07.wav,disgust
dataset\audio_speech_actors_01-24\Actor_07\03-01-07-02-01-01-07.wav,disgust
dataset\audio_speech_actors_01-24\Actor_07\03-01-07-02-01-02-07.wav,disgust
dataset\audio_speech_actors_01-24\Actor_07\03-01-07-02-02-01-07.wav,disgust
dataset\audio_speech_actors_01-24\Actor_07\03-01-07-02-02-02-07.wav,disgust
dataset\audio_speech_actors_01-24\Actor_07\03-01-08-01-01-01-07.wav,surprised
dataset\audio_speech_actors_01-24\Actor_07\03-01-08-01-01-02-07.wav,surprised
dataset\audio_speech_actors_01-24\Actor_07\03-01-08-01-02-01-07.wav,surprised
dataset\audio_speech_actors_01-24\Actor_07\03-01-08-01-02-02-07.wav,surprised
dataset\audio_speech_actors_01-24\Actor_07\03-01-08-02-01-01-07.wav,surprised
dataset\audio_speech_actors_01-24\Actor_07\03-01-08-02-01-02-07.wav,surprised
dataset\audio_speech_actors_01-24\Actor_07\03-01-08-02-02-01-07.wav,surprised
dataset\audio_speech_actors_01-24\Actor_07\03-01-08-02-02-02-07.wav,surprised
dataset\audio_speech_actors_01-24\Actor_08\03-01-01-01-01-01-08.wav,neutral
dataset\audio_speech_actors_01-24\Actor_08\03-01-01-01-01-02-08.wav,neutral
dataset\audio_speech_actors_01-24\Actor_08\03-01-01-01-02-01-08.wav,neutral
dataset\audio_speech_actors_01-24\Actor_08\03-01-01-01-02-02-08.wav,neutral
dataset\audio_speech_actors_01-24\Actor_08\03-01-02-01-01-01-08.wav,calm
dataset\audio_speech_actors_01-24\Actor_08\03-01-02-01-01-02-08.wav,calm
dataset\audio_speech_actors_01-24\Actor_08\03-01-02-01-02-01-08.wav,calm
dataset\audio_speech_actors_01-24\Actor_08\03-01-02-01-02-02-08.wav,calm
dataset\audio_speech_actors_01-24\Actor_08\03-01-02-02-01-01-08.wav,calm
dataset\audio_speech_actors_01-24\Actor_08\03-01-02-02-01-02-08.wav,calm
dataset\audio_speech_actors_01-24\Actor_08\03-01-02-02-02-01-08.wav,calm
dataset\audio_speech_actors_01-24\Actor_08\03-01-02-02-02-02-08.wav,calm
dataset\audio_speech_actors_01-24\Actor_08\03-01-03-01-01-01-08.wav,happy
dataset\audio_speech_actors_01-24\Actor_08\03-01-03-01-01-02-08.wav,happy
dataset\audio_speech_actors_01-24\Actor_08\03-01-03-01-02-01-08.wav,happy
dataset\audio_speech_actors_01-24\Actor_08\03-01-03-01-02-02-08.wav,happy
dataset\audio_speech_actors_01-24\Actor_08\03-01-03-02-01-01-08.wav,happy
dataset\audio_speech_actors_01-24\Actor_08\03-01-03-02-01-02-08.wav,happy
dataset\audio_speech_actors_01-24\Actor_08\03-01-03-02-02-01-08.wav,happy
dataset\audio_speech_actors_01-24\Actor_08\03-01-03-02-02-02-08.wav,happy
dataset\audio_speech_actors_01-24\Actor_08\03-01-04-01-01-01-08.wav,sad
dataset\audio_speech_actors_01-24\Actor_08\03-01-04-01-01-02-08.wav,sad
dataset\audio_speech_actors_01-24\Actor_08\03-01-04-01-02-01-08.wav,sad
dataset\audio_speech_actors_01-24\Actor_08\03-01-04-01-02-02-08.wav,sad
dataset\audio_speech_actors_01-24\Actor_08\03-01-04-02-01-01-08.wav,sad
dataset\audio_speech_actors_01-24\Actor_08\03-01-04-02-01-02-08.wav,sad
dataset\audio_speech_actors_01-24\Actor_08\03-01-04-02-02-01-08.wav,sad
dataset\audio_speech_actors_01-24\Actor_08\03-01-04-02-02-02-08.wav,sad
dataset\audio_speech_actors_01-24\Actor_08\03-01-05-01-01-01-08.wav,angry
dataset\audio_speech_actors_01-24\Actor_08\03-01-05-01-01-02-08.wav,angry
dataset\audio_speech_actors_01-24\Actor_08\03-01-05-01-02-01-08.wav,angry
dataset\audio_speech_actors_01-24\Actor_08\03-01-05-01-02-02-08.wav,angry
dataset\audio_speech_actors_01-24\Actor_08\03-01-05-02-01-01-08.wav,angry
dataset\audio_speech_actors_01-24\Actor_08\03-01-05-02-01-02-08.wav,angry
dataset\audio_speech_actors_01-24\Actor_08\03-01-05-02-02-01-08.wav,angry
dataset\audio_speech_actors_01-24\Actor_08\03-01-05-02-02-02-08.wav,angry
dataset\audio_speech_actors_01-24\Actor_08\03-01-06-01-01-01-08.wav,fearful
dataset\audio_speech_actors_01-24\Actor_08\03-01-06-01-01-02-08.wav,fearful
dataset\audio_speech_actors_01-24\Actor_08\03-01-06-01-02-01-08.wav,fearful
dataset\audio_speech_actors_01-24\Actor_08\03-01-06-01-02-02-08.wav,fearful
dataset\audio_speech_actors_01-24\Actor_08\03-01-06-02-01-01-08.wav,fearful
dataset\audio_speech_actors_01-24\Actor_08\03-01-06-02-01-02-08.wav,fearful
dataset\audio_speech_actors_01-24\Actor_08\03-01-06-02-02-01-08.wav,fearful
dataset\audio_speech_actors_01-24\Actor_08\03-01-06-02-02-02-08.wav,fearful
dataset\audio_speech_actors_01-24\Actor_08\03-01-07-01-01-01-08.wav,disgust
dataset\audio_speech_actors_01-24\Actor_08\03-01-07-01-01-02-08.wav,disgust
dataset\audio_speech_actors_01-24\Actor_08\03-01-07-01-02-01-08.wav,disgust
dataset\audio_speech_actors_01-24\Actor_08\03-01-07-01-02-02-08.wav,disgust
dataset\audio_speech_actors_01-24\Actor_08\03-01-07-02-01-01-08.wav,disgust
dataset\audio_speech_actors_01-24\Actor_08\03-01-07-02-01-02-08.wav,disgust
dataset\audio_speech_actors_01-24\Actor_08\03-01-07-02-02-01-08.wav,disgust
dataset\audio_speech_actors_01-24\Actor_08\03-01-07-02-02-02-08.wav,disgust
dataset\audio_speech_actors_01-24\Actor_08\03-01-08-01-01-01-08.wav,surprised
dataset\audio_speech_actors_01-24\Actor_08\03-01-08-01-01-02-08.wav,surprised
dataset\audio_speech_actors_01-24\Actor_08\03-01-08-01-02-01-08.wav,surprised
dataset\audio_speech_actors_01-24\Actor_08\03-01-08-01-02-02-08.wav,surprised
dataset\audio_speech_actors_01-24\Actor_08\03-01-08-02-01-01-08.wav,surprised
dataset\audio_speech_actors_01-24\Actor_08\03-01-08-02-01-02-08.wav,surprised
dataset\audio_speech_actors_01-24\Actor_08\03-01-08-02-02-01-08.wav,surprised
dataset\audio_speech_actors_01-24\Actor_08\03-01-08-02-02-02-08.wav,surprised
dataset\audio_speech_actors_01-24\Actor_09\03-01-01-01-01-01-09.wav,neutral
dataset\audio_speech_actors_01-24\Actor_09\03-01-01-01-01-02-09.wav,neutral
dataset\audio_speech_actors_01-24\Actor_09\03-01-01-01-02-01-09.wav,neutral
dataset\audio_speech_actors_01-24\Actor_09\03-01-01-01-02-02-09.wav,neutral
dataset\audio_speech_actors_01-24\Actor_09\03-01-02-01-01-01-09.wav,calm
dataset\audio_speech_actors_01-24\Actor_09\03-01-02-01-01-02-09.wav,calm
dataset\audio_speech_actors_01-24\Actor_09\03-01-02-01-02-01-09.wav,calm
dataset\audio_speech_actors_01-24\Actor_09\03-01-02-01-02-02-09.wav,calm
dataset\audio_speech_actors_01-24\Actor_09\03-01-02-02-01-01-09.wav,calm
dataset\audio_speech_actors_01-24\Actor_09\03-01-02-02-01-02-09.wav,calm
dataset\audio_speech_actors_01-24\Actor_09\03-01-02-02-02-01-09.wav,calm
dataset\audio_speech_actors_01-24\Actor_09\03-01-02-02-02-02-09.wav,calm
dataset\audio_speech_actors_01-24\Actor_09\03-01-03-01-01-01-09.wav,happy
dataset\audio_speech_actors_01-24\Actor_09\03-01-03-01-01-02-09.wav,happy
dataset\audio_speech_actors_01-24\Actor_09\03-01-03-01-02-01-09.wav,happy
dataset\audio_speech_actors_01-24\Actor_09\03-01-03-01-02-02-09.wav,happy
dataset\audio_speech_actors_01-24\Actor_09\03-01-03-02-01-01-09.wav,happy
dataset\audio_speech_actors_01-24\Actor_09\03-01-03-02-01-02-09.wav,happy
dataset\audio_speech_actors_01-24\Actor_09\03-01-03-02-02-01-09.wav,happy
dataset\audio_speech_actors_01-24\Actor_09\03-01-03-02-02-02-09.wav,happy
dataset\audio_speech_actors_01-24\Actor_09\03-01-04-01-01-01-09.wav,sad
dataset\audio_speech_actors_01-24\Actor_09\03-01-04-01-01-02-09.wav,sad
dataset\audio_speech_actors_01-24\Actor_09\03-01-04-01-02-01-09.wav,sad
dataset\audio_speech_actors_01-24\Actor_09\03-01-04-01-02-02-09.wav,sad
dataset\audio_speech_actors_01-24\Actor_09\03-01-04-02-01-01-09.wav,sad
dataset\audio_speech_actors_01-24\Actor_09\03-01-04-02-01-02-09.wav,sad
dataset\audio_speech_actors_01-24\Actor_09\03-01-04-02-02-01-09.wav,sad
dataset\audio_speech_actors_01-24\Actor_09\03-01-04-02-02-02-09.wav,sad
dataset\audio_speech_actors_01-24\Actor_09\03-01-05-01-01-01-09.wav,angry
dataset\audio_speech_actors_01-24\Actor_09\03-01-05-01-01-02-09.wav,angry
dataset\audio_speech_actors_01-24\Actor_09\03-01-05-01-02-01-09.wav,angry
dataset\audio_speech_actors_01-24\Actor_09\03-01-05-01-02-02-09.wav,angry
dataset\audio_speech_actors_01-24\Actor_09\03-01-05-02-01-01-09.wav,angry
dataset\audio_speech_actors_01-24\Actor_09\03-01-05-02-01-02-09.wav,angry
dataset\audio_speech_actors_01-24\Actor_09\03-01-05-02-02-01-09.wav,angry
dataset\audio_speech_actors_01-24\Actor_09\03-01-05-02-02-02-09.wav,angry
dataset\audio_speech_actors_01-24\Actor_09\03-01-06-01-01-01-09.wav,fearful
dataset\audio_speech_actors_01-24\Actor_09\03-01-06-01-01-02-09.wav,fearful
dataset\audio_speech_actors_01-24\Actor_09\03-01-06-01-02-01-09.wav,fearful
dataset\audio_speech_actors_01-24\Actor_09\03-01-06-01-02-02-09.wav,fearful
dataset\audio_speech_actors_01-24\Actor_09\03-01-06-02-01-01-09.wav,fearful
dataset\audio_speech_actors_01-24\Actor_09\03-01-06-02-01-02-09.wav,fearful
dataset\audio_speech_actors_01-24\Actor_09\03-01-06-02-02-01-09.wav,fearful
dataset\audio_speech_actors_01-24\Actor_09\03-01-06-02-02-02-09.wav,fearful
dataset\audio_speech_actors_01-24\Actor_09\03-01-07-01-01-01-09.wav,disgust
dataset\audio_speech_actors_01-24\Actor_09\03-01-07-01-01-02-09.wav,disgust
dataset\audio_speech_actors_01-24\Actor_09\03-01-07-01-02-01-09.wav,disgust
dataset\audio_speech_actors_01-24\Actor_09\03-01-07-01-02-02-09.wav,disgust
dataset\audio_speech_actors_01-24\Actor_09\03-01-07-02-01-01-09.wav,disgust
dataset\audio_speech_actors_01-24\Actor_09\03-01-07-02-01-02-09.wav,disgust
dataset\audio_speech_actors_01-24\Actor_09\03-01-07-02-02-01-09.wav,disgust
dataset\audio_speech_actors_01-24\Actor_09\03-01-07-02-02-02-09.wav,disgust
dataset\audio_speech_actors_01-24\Actor_09\03-01-08-01-01-01-09.wav,surprised
dataset\audio_speech_actors_01-24\Actor_09\03-01-08-01-01-02-09.wav,surprised
dataset\audio_speech_actors_01-24\Actor_09\03-01-08-01-02-01-09.wav,surprised
dataset\audio_speech_actors_01-24\Actor_09\03-01-08-01-02-02-09.wav,surprised
dataset\audio_speech_actors_01-24\Actor_09\03-01-08-02-01-01-09.wav,surprised
dataset\audio_speech_actors_01-24\Actor_09\03-01-08-02-01-02-09.wav,surprised
dataset\audio_speech_actors_01-24\Actor_09\03-01-08-02-02-01-09.wav,surprised
dataset\audio_speech_actors_01-24\Actor_09\03-01-08-02-02-02-09.wav,surprised
dataset\audio_speech_actors_01-24\Actor_10\03-01-01-01-01-01-10.wav,neutral
dataset\audio_speech_actors_01-24\Actor_10\03-01-01-01-01-02-10.wav,neutral
dataset\audio_speech_actors_01-24\Actor_10\03-01-01-01-02-01-10.wav,neutral
dataset\audio_speech_actors_01-24\Actor_10\03-01-01-01-02-02-10.wav,neutral
dataset\audio_speech_actors_01-24\Actor_10\03-01-02-01-01-01-10.wav,calm
dataset\audio_speech_actors_01-24\Actor_10\03-01-02-01-01-02-10.wav,calm
dataset\audio_speech_actors_01-24\Actor_10\03-01-02-01-02-01-10.wav,calm
dataset\audio_speech_actors_01-24\Actor_10\03-01-02-01-02-02-10.wav,calm
dataset\audio_speech_actors_01-24\Actor_10\03-01-02-02-01-01-10.wav,calm
dataset\audio_speech_actors_01-24\Actor_10\03-01-02-02-01-02-10.wav,calm
dataset\audio_speech_actors_01-24\Actor_10\03-01-02-02-02-01-10.wav,calm
dataset\audio_speech_actors_01-24\Actor_10\03-01-02-02-02-02-10.wav,calm
dataset\audio_speech_actors_01-24\Actor_10\03-01-03-01-01-01-10.wav,happy
dataset\audio_speech_actors_01-24\Actor_10\03-01-03-01-01-02-10.wav,happy
dataset\audio_speech_actors_01-24\Actor_10\03-01-03-01-02-01-10.wav,happy
dataset\audio_speech_actors_01-24\Actor_10\03-01-03-01-02-02-10.wav,happy
dataset\audio_speech_actors_01-24\Actor_10\03-01-03-02-01-01-10.wav,happy
dataset\audio_speech_actors_01-24\Actor_10\03-01-03-02-01-02-10.wav,happy
dataset\audio_speech_actors_01-24\Actor_10\03-01-03-02-02-01-10.wav,happy
dataset\audio_speech_actors_01-24\Actor_10\03-01-03-02-02-02-10.wav,happy
dataset\audio_speech_actors_01-24\Actor_10\03-01-04-01-01-01-10.wav,sad
dataset\audio_speech_actors_01-24\Actor_10\03-01-04-01-01-02-10.wav,sad
dataset\audio_speech_actors_01-24\Actor_10\03-01-04-01-02-01-10.wav,sad
dataset\audio_speech_actors_01-24\Actor_10\03-01-04-01-02-02-10.wav,sad
dataset\audio_speech_actors_01-24\Actor_10\03-01-04-02-01-01-10.wav,sad
dataset\audio_speech_actors_01-24\Actor_10\03-01-04-02-01-02-10.wav,sad
dataset\audio_speech_actors_01-24\Actor_10\03-01-04-02-02-01-10.wav,sad
dataset\audio_speech_actors_01-24\Actor_10\03-01-04-02-02-02-10.wav,sad
dataset\audio_speech_actors_01-24\Actor_10\03-01-05-01-01-01-10.wav,angry
